age,job,marital,education,default,balance,day,month,duration,campaign,pdays,previous,poutcome,y,housing,loan
50,blue-collar,married,primary,no,1533,5,may,325,2,-1,0,unknown,no,yes,no
34,management,married,tertiary,no,46,5,may,39,4,-1,0,unknown,no,yes,no
53,services,married,unknown,no,18,5,may,503,2,-1,0,unknown,no,no,no
45,technician,married,secondary,no,44,5,may,95,4,-1,0,unknown,no,yes,no
39,blue-collar,married,primary,no,-100,5,may,680,2,-1,0,unknown,no,yes,no
44,services,married,tertiary,no,510,5,may,421,4,-1,0,unknown,no,yes,no
55,management,married,tertiary,no,685,5,may,174,3,-1,0,unknown,no,yes,no
46,management,single,tertiary,no,187,5,may,113,2,-1,0,unknown,no,yes,no
45,blue-collar,married,secondary,no,66,5,may,808,2,-1,0,unknown,no,yes,no
34,admin.,married,secondary,no,560,5,may,198,3,-1,0,unknown,no,yes,no
36,blue-collar,married,secondary,no,0,5,may,195,2,-1,0,unknown,no,yes,no
59,unknown,divorced,unknown,no,27,5,may,347,3,-1,0,unknown,no,no,no
31,admin.,single,secondary,no,12,5,may,208,2,-1,0,unknown,no,yes,no
44,blue-collar,single,secondary,no,34,5,may,404,4,-1,0,unknown,no,yes,no
33,entrepreneur,single,tertiary,no,1068,5,may,396,2,-1,0,unknown,no,yes,no
40,blue-collar,married,secondary,no,211,5,may,216,4,-1,0,unknown,no,yes,no
46,admin.,single,tertiary,no,377,5,may,98,2,-1,0,unknown,no,yes,no
48,management,married,tertiary,no,263,5,may,350,2,-1,0,unknown,no,yes,no
42,services,married,secondary,no,1263,6,may,114,2,-1,0,unknown,no,yes,no
27,services,married,secondary,no,8,6,may,88,3,-1,0,unknown,no,yes,no
48,admin.,married,secondary,no,126,6,may,379,2,-1,0,unknown,no,yes,yes
59,admin.,married,secondary,no,230,6,may,190,3,-1,0,unknown,no,yes,no
46,technician,married,tertiary,no,841,6,may,158,1,-1,0,unknown,no,yes,no
38,admin.,divorced,secondary,no,308,6,may,102,1,-1,0,unknown,no,yes,no
43,management,divorced,tertiary,no,1,6,may,306,1,-1,0,unknown,no,yes,no
38,admin.,divorced,tertiary,no,86,6,may,218,1,-1,0,unknown,no,yes,no
23,student,single,secondary,no,157,6,may,54,1,-1,0,unknown,no,yes,no
34,services,married,secondary,no,22,6,may,344,1,-1,0,unknown,no,yes,no
38,admin.,married,secondary,no,46,6,may,195,1,-1,0,unknown,no,yes,yes
37,blue-collar,married,secondary,no,1293,6,may,652,1,-1,0,unknown,no,no,no
25,admin.,single,secondary,no,122,6,may,286,1,-1,0,unknown,no,yes,no
48,blue-collar,married,unknown,no,131,6,may,189,1,-1,0,unknown,no,yes,no
49,blue-collar,single,secondary,no,143,6,may,83,1,-1,0,unknown,no,yes,no
38,admin.,single,secondary,no,393,6,may,184,2,-1,0,unknown,no,no,no
43,blue-collar,married,primary,no,98,6,may,235,1,-1,0,unknown,no,yes,no
33,management,married,tertiary,no,0,6,may,290,1,-1,0,unknown,no,yes,no
55,blue-collar,married,secondary,no,224,6,may,232,1,-1,0,unknown,no,yes,no
38,blue-collar,married,secondary,no,757,6,may,133,1,-1,0,unknown,no,yes,no
49,services,married,secondary,no,245,6,may,318,1,-1,0,unknown,no,yes,yes
40,management,married,secondary,no,8486,6,may,260,3,-1,0,unknown,no,no,no
43,admin.,married,unknown,no,350,6,may,437,1,-1,0,unknown,no,no,no
38,blue-collar,married,secondary,no,20,6,may,402,1,-1,0,unknown,no,yes,no
58,services,married,secondary,no,1667,6,may,85,1,-1,0,unknown,no,yes,yes
57,technician,married,unknown,no,345,6,may,125,1,-1,0,unknown,no,yes,no
32,unemployed,married,secondary,no,10,6,may,501,4,-1,0,unknown,no,yes,no
56,management,married,tertiary,no,830,6,may,1201,1,-1,0,unknown,yes,yes,yes
58,blue-collar,divorced,unknown,no,29,6,may,253,1,-1,0,unknown,no,yes,no
60,retired,divorced,secondary,no,545,6,may,1030,1,-1,0,unknown,yes,yes,no
37,technician,married,tertiary,no,8730,6,may,149,1,-1,0,unknown,no,yes,no
46,technician,divorced,tertiary,no,477,6,may,114,1,-1,0,unknown,no,yes,no
27,admin.,married,secondary,no,4,6,may,243,1,-1,0,unknown,no,yes,no
43,blue-collar,married,secondary,no,1205,6,may,769,2,-1,0,unknown,no,yes,no
32,technician,single,secondary,no,0,6,may,135,3,-1,0,unknown,no,yes,yes
40,admin.,single,secondary,no,263,6,may,231,1,-1,0,unknown,no,yes,no
38,admin.,married,secondary,no,1,6,may,76,1,-1,0,unknown,no,no,no
34,blue-collar,married,secondary,no,283,6,may,199,1,-1,0,unknown,no,no,yes
47,blue-collar,married,primary,no,206,6,may,152,1,-1,0,unknown,no,yes,no
42,housemaid,married,primary,no,17,6,may,124,1,-1,0,unknown,no,yes,no
48,technician,married,secondary,no,141,6,may,424,1,-1,0,unknown,no,yes,yes
29,self-employed,single,tertiary,no,16,6,may,43,1,-1,0,unknown,no,yes,no
50,services,married,secondary,no,206,6,may,154,1,-1,0,unknown,no,yes,no
52,technician,married,unknown,no,7,6,may,203,2,-1,0,unknown,no,no,no
50,management,married,tertiary,no,0,6,may,326,1,-1,0,unknown,no,no,no
58,retired,married,tertiary,no,0,6,may,393,1,-1,0,unknown,no,no,no
46,blue-collar,divorced,primary,no,1927,6,may,241,3,-1,0,unknown,no,yes,no
38,technician,married,secondary,no,284,6,may,483,1,-1,0,unknown,no,yes,no
46,blue-collar,married,secondary,no,1660,6,may,259,1,-1,0,unknown,no,yes,no
32,services,single,secondary,no,406,6,may,227,1,-1,0,unknown,no,yes,no
51,blue-collar,married,primary,no,230,6,may,673,1,-1,0,unknown,no,yes,no
39,admin.,single,secondary,no,-25,6,may,576,1,-1,0,unknown,no,yes,no
48,admin.,married,secondary,no,182,6,may,180,2,-1,0,unknown,no,yes,no
36,entrepreneur,married,tertiary,no,1169,6,may,168,2,-1,0,unknown,no,yes,no
34,admin.,divorced,secondary,no,67,6,may,90,1,-1,0,unknown,no,yes,no
40,technician,married,secondary,no,77,6,may,505,1,-1,0,unknown,no,no,no
43,unemployed,married,secondary,no,0,6,may,245,1,-1,0,unknown,no,yes,no
52,blue-collar,divorced,primary,no,55,6,may,186,1,-1,0,unknown,no,yes,yes
33,technician,married,secondary,yes,72,6,may,623,1,-1,0,unknown,no,yes,no
49,management,single,tertiary,no,163,6,may,496,3,-1,0,unknown,no,yes,no
32,management,single,tertiary,no,151,6,may,118,1,-1,0,unknown,no,yes,no
39,admin.,single,secondary,no,113,6,may,342,1,-1,0,unknown,no,yes,no
40,blue-collar,married,secondary,no,0,6,may,225,1,-1,0,unknown,no,yes,no
38,technician,single,tertiary,no,9,6,may,185,3,-1,0,unknown,no,yes,no
43,management,married,secondary,no,375,6,may,196,2,-1,0,unknown,no,yes,no
39,services,married,secondary,no,1142,6,may,276,1,-1,0,unknown,no,yes,no
54,blue-collar,married,primary,no,2102,6,may,76,1,-1,0,unknown,no,yes,no
38,technician,single,tertiary,no,4325,6,may,87,1,-1,0,unknown,no,yes,no
40,blue-collar,married,secondary,no,217,6,may,195,1,-1,0,unknown,no,yes,no
55,admin.,married,secondary,no,131,6,may,744,1,-1,0,unknown,no,yes,no
42,management,married,tertiary,no,1680,6,may,765,1,-1,0,unknown,no,yes,no
39,blue-collar,married,secondary,no,0,6,may,262,1,-1,0,unknown,no,yes,no
40,blue-collar,married,primary,no,46,6,may,119,1,-1,0,unknown,no,yes,no
32,blue-collar,married,secondary,no,320,6,may,198,2,-1,0,unknown,no,yes,no
55,admin.,married,secondary,no,183,6,may,150,1,-1,0,unknown,no,yes,no
45,blue-collar,married,secondary,no,39,6,may,241,1,-1,0,unknown,no,no,no
35,management,single,tertiary,no,560,6,may,181,1,-1,0,unknown,no,yes,no
58,technician,divorced,secondary,no,469,6,may,196,1,-1,0,unknown,no,no,no
35,admin.,married,secondary,no,530,6,may,149,1,-1,0,unknown,no,yes,no
49,services,married,primary,no,61,6,may,246,1,-1,0,unknown,no,yes,no
34,technician,single,tertiary,no,242,6,may,112,1,-1,0,unknown,no,yes,no
36,blue-collar,married,secondary,no,139,6,may,309,2,-1,0,unknown,no,yes,no
24,self-employed,single,secondary,no,0,6,may,278,1,-1,0,unknown,no,yes,no
34,technician,married,secondary,no,367,6,may,140,1,-1,0,unknown,no,yes,no
51,admin.,divorced,secondary,no,228,6,may,136,1,-1,0,unknown,no,yes,no
39,technician,single,unknown,no,45248,6,may,1623,1,-1,0,unknown,yes,yes,no
50,self-employed,married,unknown,no,-84,6,may,101,1,-1,0,unknown,no,yes,no
32,services,single,secondary,no,310,6,may,144,1,-1,0,unknown,no,yes,no
42,blue-collar,married,unknown,no,132,6,may,238,1,-1,0,unknown,no,yes,no
50,technician,married,secondary,no,797,6,may,354,1,-1,0,unknown,no,yes,no
40,services,married,secondary,no,71,6,may,79,1,-1,0,unknown,no,no,no
46,management,divorced,unknown,no,2,6,may,187,1,-1,0,unknown,no,yes,no
37,management,married,tertiary,no,231,6,may,451,2,-1,0,unknown,no,yes,yes
34,blue-collar,married,secondary,no,270,6,may,159,1,-1,0,unknown,no,yes,yes
44,blue-collar,married,secondary,no,274,6,may,409,1,-1,0,unknown,no,yes,yes
40,admin.,single,secondary,no,-109,6,may,170,1,-1,0,unknown,no,yes,yes
37,technician,married,secondary,no,1,6,may,608,1,-1,0,unknown,yes,yes,no
33,blue-collar,single,secondary,yes,-60,6,may,243,1,-1,0,unknown,no,no,no
35,blue-collar,married,secondary,no,89,6,may,145,2,-1,0,unknown,no,yes,no
58,blue-collar,divorced,secondary,no,-11,6,may,112,1,-1,0,unknown,no,no,no
39,blue-collar,married,primary,no,0,6,may,262,2,-1,0,unknown,no,yes,no
43,blue-collar,married,secondary,no,-509,6,may,124,1,-1,0,unknown,no,yes,no
39,unemployed,married,primary,no,408,6,may,53,1,-1,0,unknown,no,yes,no
36,services,single,primary,no,58,6,may,134,1,-1,0,unknown,no,yes,no
57,retired,single,secondary,no,1640,6,may,204,4,-1,0,unknown,no,no,yes
36,admin.,single,secondary,no,20,6,may,186,1,-1,0,unknown,no,yes,no
50,blue-collar,married,primary,no,71,6,may,678,1,-1,0,unknown,no,yes,no
55,blue-collar,married,secondary,no,52,6,may,182,1,-1,0,unknown,no,yes,no
44,self-employed,married,tertiary,no,292,6,may,162,1,-1,0,unknown,no,yes,no
44,services,divorced,secondary,no,424,6,may,27,1,-1,0,unknown,no,yes,no
39,housemaid,single,primary,no,109,6,may,699,3,-1,0,unknown,no,yes,no
46,blue-collar,married,unknown,no,1044,6,may,43,1,-1,0,unknown,no,yes,no
39,blue-collar,married,secondary,no,983,6,may,97,1,-1,0,unknown,no,yes,no
34,admin.,married,secondary,no,869,6,may,1677,1,-1,0,unknown,yes,no,no
40,blue-collar,married,primary,no,668,6,may,283,2,-1,0,unknown,no,yes,no
50,management,married,tertiary,no,964,6,may,323,1,-1,0,unknown,no,yes,no
31,management,single,secondary,no,301,6,may,82,1,-1,0,unknown,no,yes,no
37,admin.,single,secondary,no,140,6,may,310,1,-1,0,unknown,no,yes,no
39,management,single,secondary,no,1877,6,may,185,1,-1,0,unknown,no,yes,no
51,blue-collar,married,primary,no,1127,6,may,47,1,-1,0,unknown,no,yes,no
41,technician,married,secondary,no,871,6,may,145,1,-1,0,unknown,no,yes,no
41,technician,married,secondary,no,767,6,may,204,1,-1,0,unknown,no,yes,yes
43,blue-collar,married,secondary,no,0,6,may,187,1,-1,0,unknown,no,no,no
30,services,single,secondary,no,209,6,may,30,2,-1,0,unknown,no,yes,no
54,management,divorced,primary,no,0,6,may,472,1,-1,0,unknown,no,no,no
43,blue-collar,divorced,secondary,no,110,6,may,448,1,-1,0,unknown,no,yes,yes
59,management,divorced,tertiary,no,-76,6,may,264,1,-1,0,unknown,no,yes,yes
47,technician,married,unknown,no,178,6,may,169,1,-1,0,unknown,no,yes,no
40,blue-collar,married,primary,no,-66,6,may,288,1,-1,0,unknown,no,yes,no
32,technician,married,secondary,no,0,6,may,176,2,-1,0,unknown,no,yes,no
29,blue-collar,married,secondary,no,1,6,may,215,1,-1,0,unknown,no,yes,no
36,blue-collar,married,secondary,no,0,6,may,337,1,-1,0,unknown,no,yes,no
55,unemployed,married,tertiary,no,5345,6,may,278,1,-1,0,unknown,no,no,no
30,blue-collar,divorced,secondary,no,-209,6,may,188,2,-1,0,unknown,no,yes,no
39,admin.,single,secondary,no,0,6,may,174,2,-1,0,unknown,no,yes,no
39,blue-collar,divorced,secondary,no,42,6,may,226,2,-1,0,unknown,no,yes,no
50,blue-collar,divorced,secondary,no,41,6,may,190,1,-1,0,unknown,no,yes,no
44,blue-collar,married,secondary,no,-99,6,may,111,2,-1,0,unknown,no,yes,no
37,technician,single,secondary,no,17,6,may,164,1,-1,0,unknown,no,yes,no
46,admin.,married,primary,no,276,6,may,157,2,-1,0,unknown,no,yes,yes
32,technician,single,unknown,no,-170,6,may,46,1,-1,0,unknown,no,no,no
37,management,single,tertiary,no,230,6,may,374,1,-1,0,unknown,no,yes,yes
29,blue-collar,married,secondary,no,9,6,may,349,1,-1,0,unknown,no,yes,no
41,blue-collar,married,secondary,no,946,6,may,325,1,-1,0,unknown,no,yes,no
45,blue-collar,married,primary,no,1297,6,may,233,2,-1,0,unknown,no,yes,no
57,retired,divorced,secondary,no,-331,6,may,531,1,-1,0,unknown,no,yes,no
48,blue-collar,single,secondary,no,44,6,may,153,1,-1,0,unknown,no,yes,no
60,retired,married,secondary,yes,15,6,may,80,1,-1,0,unknown,no,no,no
26,admin.,single,secondary,no,712,6,may,232,1,-1,0,unknown,no,yes,no
58,retired,married,secondary,no,5435,6,may,118,1,-1,0,unknown,no,yes,no
34,admin.,married,secondary,no,507,6,may,190,1,-1,0,unknown,no,yes,no
55,unemployed,divorced,secondary,no,387,6,may,918,1,-1,0,unknown,yes,yes,no
41,blue-collar,married,primary,no,0,6,may,238,1,-1,0,unknown,no,yes,yes
50,management,divorced,secondary,no,1716,6,may,82,1,-1,0,unknown,no,yes,no
49,entrepreneur,married,secondary,no,167,6,may,198,3,-1,0,unknown,no,yes,yes
44,admin.,married,unknown,no,40,6,may,160,2,-1,0,unknown,no,no,yes
44,blue-collar,married,primary,no,148,6,may,211,1,-1,0,unknown,no,yes,no
31,technician,married,secondary,no,17,6,may,120,1,-1,0,unknown,no,yes,yes
34,blue-collar,single,tertiary,no,1011,6,may,136,1,-1,0,unknown,no,yes,no
46,management,single,unknown,no,1527,6,may,269,1,-1,0,unknown,no,yes,no
42,management,married,tertiary,no,744,6,may,157,1,-1,0,unknown,no,no,no
52,admin.,married,secondary,no,484,6,may,128,1,-1,0,unknown,no,yes,no
29,management,single,tertiary,no,0,6,may,211,1,-1,0,unknown,no,yes,no
53,retired,married,primary,no,136,6,may,267,2,-1,0,unknown,no,yes,no
43,blue-collar,married,secondary,no,1335,6,may,371,2,-1,0,unknown,no,yes,no
38,management,married,secondary,no,517,6,may,288,2,-1,0,unknown,no,yes,no
46,management,married,tertiary,no,459,6,may,221,1,-1,0,unknown,no,yes,no
48,management,divorced,unknown,no,549,6,may,427,1,-1,0,unknown,no,yes,no
30,admin.,divorced,secondary,no,83,6,may,310,1,-1,0,unknown,no,yes,yes
44,blue-collar,married,primary,no,213,6,may,158,1,-1,0,unknown,no,no,no
31,housemaid,married,primary,no,203,6,may,604,3,-1,0,unknown,no,yes,no
42,services,single,secondary,no,518,6,may,198,1,-1,0,unknown,no,yes,no
40,management,single,tertiary,no,3877,6,may,145,1,-1,0,unknown,no,yes,no
52,admin.,married,secondary,no,1236,6,may,247,1,-1,0,unknown,no,yes,no
45,blue-collar,divorced,secondary,no,756,6,may,179,2,-1,0,unknown,no,yes,no
48,blue-collar,married,secondary,no,157,6,may,73,1,-1,0,unknown,no,yes,no
45,blue-collar,married,primary,no,-66,6,may,263,2,-1,0,unknown,no,yes,no
34,blue-collar,married,unknown,no,245,6,may,13,1,-1,0,unknown,no,yes,no
34,blue-collar,married,primary,no,-144,6,may,79,2,-1,0,unknown,no,yes,no
46,blue-collar,married,secondary,no,71,6,may,416,1,-1,0,unknown,no,yes,no
49,services,divorced,secondary,no,505,6,may,162,1,-1,0,unknown,no,yes,no
50,technician,married,primary,no,249,6,may,129,1,-1,0,unknown,no,yes,no
34,admin.,single,secondary,no,0,6,may,150,1,-1,0,unknown,no,yes,no
40,unemployed,single,secondary,no,11,6,may,43,1,-1,0,unknown,no,yes,no
36,admin.,married,secondary,no,639,6,may,191,1,-1,0,unknown,no,yes,no
59,blue-collar,divorced,unknown,no,124,6,may,26,1,-1,0,unknown,no,yes,no
45,blue-collar,married,secondary,no,82,6,may,250,1,-1,0,unknown,no,yes,no
36,self-employed,married,tertiary,no,107,6,may,146,1,-1,0,unknown,no,yes,no
56,services,married,secondary,no,473,6,may,416,1,-1,0,unknown,no,yes,no
42,services,divorced,secondary,no,372,6,may,121,2,-1,0,unknown,no,yes,yes
30,admin.,married,secondary,no,46,6,may,114,2,-1,0,unknown,no,yes,no
30,student,single,tertiary,no,34,6,may,289,1,-1,0,unknown,no,yes,no
47,self-employed,married,unknown,no,935,6,may,225,1,-1,0,unknown,no,yes,no
33,blue-collar,married,secondary,no,-10,6,may,123,1,-1,0,unknown,no,yes,no
36,admin.,married,secondary,no,-106,6,may,130,2,-1,0,unknown,no,yes,no
39,services,divorced,primary,no,471,6,may,161,2,-1,0,unknown,no,yes,no
56,admin.,divorced,secondary,no,778,6,may,149,2,-1,0,unknown,no,yes,no
39,blue-collar,divorced,unknown,no,170,6,may,268,2,-1,0,unknown,no,yes,no
42,technician,married,secondary,no,315,6,may,259,2,-1,0,unknown,no,yes,no
52,blue-collar,married,secondary,no,3165,6,may,26,1,-1,0,unknown,no,no,no
36,admin.,divorced,secondary,no,131,6,may,153,1,-1,0,unknown,no,yes,no
35,entrepreneur,married,secondary,yes,204,6,may,424,2,-1,0,unknown,no,yes,no
47,technician,married,secondary,no,83,6,may,179,2,-1,0,unknown,no,yes,no
59,services,divorced,secondary,no,0,6,may,97,1,-1,0,unknown,no,yes,yes
57,blue-collar,married,primary,no,5431,6,may,383,1,-1,0,unknown,no,yes,yes
38,management,married,unknown,no,1759,6,may,440,1,-1,0,unknown,no,yes,no
46,unemployed,married,secondary,no,-125,6,may,23,1,-1,0,unknown,no,yes,no
34,blue-collar,married,secondary,no,0,6,may,195,1,-1,0,unknown,no,no,no
28,services,single,secondary,no,5090,6,may,1297,3,-1,0,unknown,yes,yes,no
38,technician,married,unknown,no,573,6,may,87,1,-1,0,unknown,no,yes,no
56,blue-collar,married,secondary,no,1602,6,may,427,1,-1,0,unknown,no,yes,no
41,blue-collar,single,primary,yes,-137,6,may,189,1,-1,0,unknown,no,yes,yes
52,technician,married,unknown,no,0,6,may,195,1,-1,0,unknown,no,no,no
54,services,married,secondary,no,193,6,may,179,1,-1,0,unknown,no,no,no
61,retired,married,secondary,no,195,6,may,179,1,-1,0,unknown,no,yes,yes
53,entrepreneur,married,secondary,no,288,6,may,69,1,-1,0,unknown,no,no,no
47,technician,married,secondary,no,19,6,may,105,2,-1,0,unknown,no,yes,no
53,blue-collar,married,primary,no,25,6,may,266,3,-1,0,unknown,no,yes,no
46,services,married,secondary,no,216,6,may,524,2,-1,0,unknown,no,yes,no
39,blue-collar,divorced,primary,no,190,6,may,96,2,-1,0,unknown,no,yes,yes
56,technician,divorced,secondary,no,99,6,may,155,2,-1,0,unknown,no,yes,no
55,services,divorced,primary,no,2298,6,may,162,2,-1,0,unknown,no,yes,no
44,management,married,tertiary,no,17,6,may,352,2,-1,0,unknown,no,yes,no
37,technician,married,primary,no,0,6,may,76,4,-1,0,unknown,no,yes,no
35,blue-collar,married,primary,no,0,6,may,154,2,-1,0,unknown,no,yes,no
55,blue-collar,married,secondary,no,840,6,may,310,2,-1,0,unknown,no,yes,no
37,services,married,secondary,no,358,6,may,390,3,-1,0,unknown,no,yes,no
30,technician,single,secondary,no,0,6,may,369,1,-1,0,unknown,no,yes,no
37,blue-collar,married,primary,no,-325,6,may,112,2,-1,0,unknown,no,yes,yes
36,technician,single,secondary,no,-15,6,may,341,3,-1,0,unknown,no,yes,no
38,technician,married,secondary,no,581,6,may,79,1,-1,0,unknown,no,yes,no
41,admin.,divorced,primary,no,4070,6,may,140,2,-1,0,unknown,no,yes,no
48,retired,married,secondary,no,74,6,may,315,1,-1,0,unknown,no,no,yes
55,services,divorced,secondary,no,141,6,may,262,2,-1,0,unknown,no,yes,no
28,services,divorced,secondary,no,89,6,may,174,2,-1,0,unknown,no,no,no
54,services,married,secondary,yes,0,6,may,138,3,-1,0,unknown,no,yes,no
30,blue-collar,married,secondary,no,450,6,may,526,2,-1,0,unknown,no,no,no
48,technician,married,tertiary,no,310,6,may,135,1,-1,0,unknown,no,no,no
31,self-employed,married,secondary,no,0,6,may,36,5,-1,0,unknown,no,yes,no
38,blue-collar,married,secondary,no,384,6,may,1906,3,-1,0,unknown,no,yes,no
37,blue-collar,married,secondary,no,395,6,may,219,2,-1,0,unknown,no,yes,no
37,services,single,unknown,no,-118,6,may,147,2,-1,0,unknown,no,yes,no
56,blue-collar,married,primary,no,5,6,may,407,2,-1,0,unknown,no,yes,yes
51,blue-collar,married,secondary,no,50,6,may,121,1,-1,0,unknown,no,yes,yes
39,blue-collar,married,secondary,no,285,6,may,209,1,-1,0,unknown,no,yes,yes
49,technician,married,unknown,no,15,6,may,92,2,-1,0,unknown,no,no,no
51,blue-collar,married,primary,no,653,6,may,208,1,-1,0,unknown,no,yes,yes
43,self-employed,married,secondary,no,918,6,may,193,1,-1,0,unknown,no,yes,no
32,services,married,secondary,no,243,6,may,144,1,-1,0,unknown,no,yes,yes
29,technician,single,tertiary,no,405,6,may,65,1,-1,0,unknown,no,yes,no
48,management,divorced,tertiary,no,1328,6,may,339,1,-1,0,unknown,no,yes,no
55,services,married,primary,no,255,6,may,285,1,-1,0,unknown,no,yes,no
